County,FIPS,Population,Total,TotalVotersPerCapita,Week Ending,Democrats,Republicans,Libertarians,Green,NoLabels,Constitution,JusticeForAll,WeThePeople,Unaffiliated,White,Black,AmericanIndian,NativeHawaiian,Asian,Multiracial,Undesignated,Other,Hispanic,Male,Female,UnDisclosedGender
NASH,127,96551,67638,0.7005416826340484,01/13/2024,28423,19454,312,7,65,0,0,0,19377,34139,26205,348,4,337,283,4428,1894,1863,28523,34844,4271
NEW HANOVER,129,238852,180926,0.7574816204176645,01/13/2024,50659,53912,1483,48,115,0,0,0,74709,138782,19111,392,14,1458,852,15943,4374,4191,75014,88310,17602
NORTHAMPTON,131,16715,12805,0.7660783727191146,01/13/2024,7776,1598,40,4,10,0,0,0,3377,5096,6999,35,0,7,21,560,87,67,5566,6605,634
ONSLOW,133,213676,126043,0.5898790692450252,01/13/2024,24324,47931,1827,33,154,0,0,0,51774,85757,19135,470,32,1748,833,11384,6684,7852,53896,62081,10066
ORANGE,135,150626,109276,0.7254790009692882,01/13/2024,50738,13325,564,29,43,0,0,0,44577,75799,11567,235,1,5145,1036,11356,4137,4345,44888,53315,11073
PAMLICO,137,12423,10280,0.8274973838847299,01/13/2024,2821,4121,60,5,5,0,0,0,3268,7996,1441,27,0,40,16,650,110,117,4560,5125,595
PASQUOTANK,139,41444,29990,0.7236270630248045,01/13/2024,10989,7644,220,7,26,0,0,0,11104,16928,9935,40,2,158,169,2080,678,434,12847,15092,2051
PENDER,141,68521,49207,0.7181302082573225,01/13/2024,10888,19715,429,12,47,0,0,0,18116,37849,5800,126,5,220,149,3814,1244,1354,21508,23838,3861
PERQUIMANS,143,13377,10295,0.7696045451147492,01/13/2024,2928,3574,58,2,8,0,0,0,3725,7604,1977,19,2,20,25,541,107,64,4515,5206,574
PERSON,145,39737,27699,0.6970581573848051,01/13/2024,9473,8198,128,7,17,0,0,0,9876,18011,6892,117,3,58,102,1988,528,529,11922,13919,1858
PITT,147,175119,122469,0.699347300978192,01/13/2024,48295,30867,790,32,111,0,0,0,42374,65203,40534,246,8,1063,710,10309,4396,3523,49459,61939,11071
POLK,149,20060,16613,0.8281655034895314,01/13/2024,3612,6215,113,3,10,0,0,0,6660,14730,583,9,2,52,36,934,267,309,7372,8712,529
RANDOLPH,151,147458,95809,0.6497375523877985,01/13/2024,14954,49856,606,7,64,0,0,0,30322,78099,6074,312,6,714,219,6785,3600,4039,42431,47365,6013
RICHMOND,153,42324,28514,0.6737075890747566,01/13/2024,11866,7561,133,6,25,0,0,0,8923,16772,8842,419,0,156,60,1466,799,617,12493,14719,1302
ROBESON,155,117365,72634,0.6188727474119201,01/13/2024,34891,13618,240,8,75,0,0,0,23802,20276,18952,25034,18,299,459,4681,2915,2246,31124,38752,2758
ROCKINGHAM,157,92518,61490,0.6646274238526557,01/13/2024,17531,24345,335,14,35,0,0,0,19230,42999,11070,101,0,213,168,5738,1201,1287,27384,32064,2042
ROWAN,159,151661,97146,0.6405470094487047,01/13/2024,22399,41603,627,16,117,0,0,0,32384,70724,15296,181,6,508,343,7364,2724,3180,41976,47845,7325
RUTHERFORD,161,65507,46461,0.7092524463034485,01/13/2024,9855,20053,257,6,28,0,0,0,16262,37803,3974,55,0,135,118,3501,875,930,20097,23125,3239
SAMPSON,163,59601,37952,0.6367678394657807,01/13/2024,12610,15416,177,2,39,0,0,0,9708,22096,9957,531,0,93,128,2966,2181,2890,16451,19564,1937
SCOTLAND,165,34376,21602,0.6284035373516407,01/13/2024,9919,4634,74,6,21,0,0,0,6948,9702,8093,1706,10,163,86,1578,264,226,8886,11244,1472
STANLY,167,65699,44409,0.6759463614362471,01/13/2024,8443,21144,218,19,72,0,0,0,14513,34302,4579,79,3,432,66,4181,767,734,18803,21282,4324
STOKES,169,45532,32379,0.711126240885531,01/13/2024,5204,16974,217,11,18,0,0,0,9955,27865,1182,51,1,63,78,2747,392,467,15409,16915,55
SURRY,171,71462,47786,0.6686910525873891,01/13/2024,9206,22320,240,15,32,0,0,0,15973,40600,1689,47,2,126,96,3775,1451,2147,21083,23624,3079
SWAIN,173,13916,9794,0.7037941937338316,01/13/2024,2771,3102,68,5,1,0,0,0,3847,7482,97,1541,1,35,30,486,122,82,4438,4960,396
TRANSYLVANIA,175,33549,26238,0.7820799427702763,01/13/2024,5693,8446,148,2,11,0,0,0,11938,23428,721,48,1,88,75,1565,312,264,11472,13256,1510
TYRRELL,177,3461,2256,0.6518347298468651,01/13/2024,999,450,8,0,0,0,0,0,799,1384,627,3,0,18,5,178,41,40,990,1082,184
UNION,179,256452,177236,0.6911078876358929,01/13/2024,39920,70203,1178,41,138,0,0,0,65756,124347,19829,519,10,4129,787,19527,8088,8959,76142,84482,16612
VANCE,181,42301,28294,0.6688730762866126,01/13/2024,16123,5017,104,7,24,0,0,0,7019,11332,14011,58,1,92,104,1981,715,770,11624,14857,1813
WAKE,183,1190275,821982,0.6905815882884208,01/13/2024,287528,176561,6377,250,708,0,0,0,350558,504297,147144,2115,57,34067,5540,87405,41357,36189,346994,398037,76951
WARREN,185,18836,13152,0.6982374177107666,01/13/2024,7759,2275,43,1,11,0,0,0,3063,5439,6220,529,2,26,44,719,173,127,5638,6797,717
WASHINGTON,187,10713,7952,0.7422757397554374,01/13/2024,4540,1399,25,0,1,0,0,0,1987,3619,3733,9,0,18,16,470,87,65,3335,4172,445
WATAUGA,189,54748,44497,0.8127602834806751,01/13/2024,11369,12460,399,44,9,0,0,0,20216,38799,851,61,11,375,465,3149,786,1271,19178,22246,3073
WAYNE,191,118686,74626,0.6287683467300271,01/13/2024,26786,25566,443,15,135,0,0,0,21681,41442,23345,131,4,522,342,5256,3584,3196,31368,37723,5535
WILKES,193,66013,44099,0.6680350839986063,01/13/2024,6788,24135,207,6,23,0,0,0,12940,38577,1587,48,0,132,118,2841,796,979,19504,21575,3020
WILSON,195,78970,55220,0.6992528808408256,01/13/2024,24784,13935,245,9,55,0,0,0,16192,27057,21857,113,0,280,168,3746,1999,1928,23112,29014,3094
YADKIN,197,37774,24901,0.6592100386509239,01/13/2024,2961,14167,136,3,15,0,0,0,7619,21671,727,26,1,58,37,1616,765,1014,11165,12198,1538
YANCEY,199,18938,14317,0.7559932411025452,01/13/2024,3731,5416,85,1,11,0,0,0,5073,13066,75,25,1,28,25,954,143,157,6446,7035,836
ALAMANCE,001,179165,113687,0.6345379957022856,01/20/2024,37217,36669,704,24,40,0,0,0,39033,73966,23503,260,10,1066,670,9575,4637,6010,47468,57529,8690
ALEXANDER,003,36473,25211,0.6912236448879994,01/20/2024,4188,12209,113,3,19,0,0,0,8679,22104,965,35,1,152,37,1553,364,501,11433,12201,1577
ALLEGHANY,005,11342,7945,0.7004937400811144,01/20/2024,1765,3332,43,0,6,0,0,0,2799,7059,74,7,0,6,15,650,134,239,3537,3816,592
ANSON,007,21897,16227,0.7410604192355117,01/20/2024,8881,3134,57,1,10,0,0,0,4144,6871,6497,32,1,97,22,2522,185,142,6174,7460,2593
ASHE,009,27063,20230,0.7475150574585228,01/20/2024,3750,9253,105,2,10,0,0,0,7110,18626,115,25,2,52,19,1170,221,331,9118,10045,1067
AVERY,011,17561,12804,0.7291156540060361,01/20/2024,1291,7343,64,1,8,0,0,0,4097,11628,61,19,0,25,19,932,120,117,5721,6277,806
BEAUFORT,013,44481,34265,0.7703289044760684,01/20/2024,10319,12824,137,3,14,0,0,0,10968,23944,7179,42,2,60,70,2261,707,682,14680,17229,2356
BERTIE,015,16922,12644,0.7471930031911121,01/20/2024,7686,1693,37,1,0,0,0,0,3227,4593,7118,20,1,32,18,795,67,54,5266,6586,792
BLADEN,017,29484,22617,0.7670940170940171,01/20/2024,9252,5481,89,2,8,0,0,0,7785,12664,7545,407,3,24,94,1369,511,616,9854,11628,1135
BRUNSWICK,019,159964,131532,0.8222600085019129,01/20/2024,27364,53047,711,18,66,0,0,0,50326,109463,8985,383,9,515,257,9721,2199,2092,55961,64751,10820
BUNCOMBE,021,275901,208682,0.7563655079176951,01/20/2024,73023,44874,1657,109,136,0,0,0,88883,173638,10195,341,45,1555,991,16440,5477,5390,89067,104384,15231
BURKE,023,88338,58906,0.6668251488600602,01/20/2024,12582,23583,357,8,21,0,0,0,22355,49236,3070,90,1,939,126,4074,1370,1410,25829,28801,4276
CABARRUS,025,240016,155425,0.6475609959336044,01/20/2024,43805,51447,1226,65,168,0,0,0,58714,97702,31455,401,10,3542,748,14729,6838,7373,65236,76507,13682
CALDWELL,027,80574,53879,0.6686896517487031,01/20/2024,9356,26554,375,5,27,0,0,0,17562,46122,2564,73,0,187,133,3862,938,1165,23870,26428,3581
CAMDEN,029,11137,8532,0.7660949986531382,01/20/2024,1418,3222,76,0,11,0,0,0,3805,6998,935,10,1,35,18,383,152,63,3902,4197,433
CARTERET,031,69615,56696,0.8144221791280615,01/20/2024,9398,26029,360,5,33,0,0,0,20871,49038,2239,103,7,295,136,4127,751,752,24584,27840,4272
CASWELL,033,22807,15221,0.6673828210637085,01/20/2024,5977,4255,63,2,5,0,0,0,4919,9423,4548,23,1,30,49,935,212,234,6666,7602,953
CATAWBA,035,164645,112038,0.6804822496887242,01/20/2024,20234,48375,677,18,116,0,0,0,42618,87095,8732,145,4,2522,346,8715,4479,4955,48907,54454,8677
CHATHAM,037,81624,60851,0.7455037733999804,01/20/2024,21096,14346,331,14,41,0,0,0,25023,44748,5880,124,3,1063,258,6808,1967,2336,25110,29202,6539
CHEROKEE,039,29959,23366,0.7799325745185086,01/20/2024,3366,11938,151,1,8,0,0,0,7902,21762,247,123,1,88,32,880,233,245,11028,11857,481
CHOWAN,041,13891,10397,0.7484702325246563,01/20/2024,3656,3161,44,1,6,0,0,0,3529,6764,2872,13,5,16,27,586,114,89,4501,5513,383
CLAY,043,11864,9851,0.8303270397842212,01/20/2024,1402,4792,61,0,2,0,0,0,3594,9252,42,16,0,17,9,439,76,91,4502,4941,408
CLEVELAND,045,101378,67833,0.6691096687644262,01/20/2024,19889,26081,407,13,39,0,0,0,21404,47281,13306,90,4,316,218,5470,1148,1076,28938,33539,5356
COLUMBUS,047,50121,36475,0.7277388719299296,01/20/2024,14090,10830,114,4,6,0,0,0,11431,22086,10279,948,4,62,85,2411,600,562,15643,18550,2282
CRAVEN,049,102391,76370,0.7458663359084294,01/20/2024,20050,28284,598,19,87,0,0,0,27332,53223,14248,179,7,1183,293,4893,2344,2197,32735,38824,4811
CUMBERLAND,051,337890,213601,0.6321613542868981,01/20/2024,87231,49025,1834,73,242,0,0,0,75196,86537,85126,2369,66,3425,2067,20844,13167,13789,86021,107047,20533
CURRITUCK,053,31593,24169,0.7650112366663502,01/20/2024,3392,10166,219,4,31,0,0,0,10357,20944,1194,46,3,106,75,1346,455,252,11097,11746,1326
DARE,055,38110,33320,0.8743112044082918,01/20/2024,7554,11451,260,11,18,0,0,0,14026,30130,555,37,1,127,62,1822,586,358,15014,16514,1792
DAVIDSON,057,174804,116332,0.6654996453170408,01/20/2024,21391,56035,709,18,116,0,0,0,38063,92441,10709,240,7,853,266,8883,2933,3298,50528,57229,8575
DAVIE,059,44599,32546,0.7297473037512052,01/20/2024,4685,16531,162,10,40,0,0,0,11118,27392,1928,45,0,143,80,2301,657,879,14457,16084,2005
DUPLIN,061,49520,31570,0.6375201938610663,01/20/2024,10784,9903,135,8,25,0,0,0,10715,18414,8138,71,1,69,135,3125,1617,2422,13397,15674,2499
DURHAM,063,336892,234881,0.6971996960450233,01/20/2024,124847,23404,1195,72,210,0,0,0,85153,113724,73157,570,33,8545,2673,26354,9825,11669,92874,117938,24069
EDGECOMBE,065,48832,34276,0.7019167758846658,01/20/2024,20506,6623,105,4,33,0,0,0,7005,12029,19292,58,2,47,113,2133,602,624,13914,18252,2110
FORSYTH,067,392921,264521,0.6732167534949773,01/20/2024,97492,71094,1696,83,244,0,0,0,93912,159503,65240,511,30,3407,1512,23744,10574,13658,108578,133577,22366
FRANKLIN,069,77001,52004,0.6753678523655537,01/20/2024,16844,16218,391,8,44,0,0,0,18499,32934,12028,141,3,306,187,4710,1695,1932,21789,25003,5212
GASTON,071,237242,156691,0.6604690569123511,01/20/2024,40669,60509,1183,33,206,0,0,0,54091,108813,27554,334,4,1354,664,12641,5327,6041,66760,78518,11413
GATES,073,10343,8202,0.7930000966837475,01/20/2024,3431,2093,38,2,6,0,0,0,2632,5098,2441,16,0,11,41,512,83,53,3581,4077,544
GRAHAM,075,8052,6102,0.7578241430700448,01/20/2024,1100,3072,33,0,1,0,0,0,1896,5537,9,263,1,19,5,229,39,38,2854,3040,208
GRANVILLE,077,62192,40637,0.6534120144069977,01/20/2024,15985,11020,224,7,49,0,0,0,13352,23134,11509,78,3,180,191,4258,1284,1210,16528,19134,4975
GREENE,079,20530,10948,0.5332683877252801,01/20/2024,4848,2531,29,1,12,0,0,0,3527,5975,3767,12,0,18,24,678,474,520,4732,5649,567
GUILFORD,081,549866,377236,0.686050783281745,01/20/2024,155267,88610,2221,88,240,0,0,0,130810,193720,125236,955,27,9711,2669,30373,14545,14129,158244,197101,21891
HALIFAX,083,47298,35776,0.7563956192650853,01/20/2024,20376,4865,102,2,37,0,0,0,10394,13700,18372,1041,5,173,137,1939,409,316,15294,18597,1885
HARNETT,085,141477,86297,0.6099719389017296,01/20/2024,24057,30926,803,30,109,0,0,0,30372,53383,17622,473,17,655,513,9030,4604,5452,35977,42160,8160
HAYWOOD,087,62969,46129,0.7325668185932761,01/20/2024,12074,16239,314,14,22,0,0,0,17466,42564,475,115,0,155,97,2189,534,619,20804,23635,1690
HENDERSON,089,119230,89492,0.7505829069864967,01/20/2024,17238,32127,623,27,69,0,0,0,39408,77679,2386,145,10,533,393,5927,2419,2944,38427,45612,5453
HERTFORD,091,19453,13812,0.7100190202025395,01/20/2024,8808,1556,38,1,9,0,0,0,3400,4474,8290,93,2,41,57,711,144,99,5703,7443,666
HOKE,093,54446,33603,0.6171803254600889,01/20/2024,13808,7445,312,16,21,0,0,0,12001,13211,12673,1966,16,347,255,2785,2350,2453,14571,17393,1639
HYDE,095,4607,3180,0.6902539613631431,01/20/2024,1368,682,16,0,0,0,0,0,1114,2382,571,0,0,1,8,173,45,66,1412,1604,164
IREDELL,097,199710,138988,0.695949126233038,01/20/2024,27439,57181,902,29,105,0,0,0,53332,108140,14886,224,5,1515,451,9544,4223,4923,61350,67986,9652
JACKSON,099,44574,29814,0.66886525777359,01/20/2024,8465,8460,256,15,9,0,0,0,12609,24443,621,1553,6,242,185,2131,633,757,12992,14607,2215
JOHNSTON,101,241955,155604,0.6431113223533301,01/20/2024,40062,57571,1227,48,265,0,0,0,56431,104599,25920,431,17,946,647,16266,6778,8883,67404,77574,10626
JONES,103,9401,7155,0.7610892458249122,01/20/2024,2495,2322,35,0,8,0,0,0,2295,4429,2041,12,1,19,23,535,95,105,3077,3535,543
LEE,105,67059,39606,0.5906142352256968,01/20/2024,12477,12014,285,9,34,0,0,0,14787,25411,7345,140,6,255,272,3757,2420,3468,16621,19851,3134
LENOIR,107,54895,38059,0.6933054012205119,01/20/2024,16436,10491,149,12,64,0,0,0,10907,18884,14702,64,7,102,125,3344,831,885,15397,19298,3364
LINCOLN,109,95675,67761,0.7082414423830676,01/20/2024,11781,32075,430,15,57,0,0,0,23403,57073,3652,87,2,324,152,4809,1662,2142,30122,32721,4918
MACON,113,38412,28344,0.7378944079975008,01/20/2024,4972,12485,193,3,4,0,0,0,10687,25959,201,63,0,117,63,1425,516,576,13115,14748,481
MADISON,115,22071,17078,0.7737755425671696,01/20/2024,4976,4827,120,10,18,0,0,0,7127,15369,129,27,0,47,45,1259,202,193,7524,8103,1451
MARTIN,117,21447,16033,0.7475637618314915,01/20/2024,7647,3519,53,2,3,0,0,0,4809,8586,6289,28,0,25,53,848,204,195,6714,8484,835
MCDOWELL,111,44893,29976,0.6677210255496403,01/20/2024,5604,13116,184,6,27,0,0,0,11039,27131,828,36,1,137,127,1139,577,642,13608,15046,1322
MECKLENBURG,119,1163701,788171,0.6772968314025681,01/20/2024,323652,155973,5970,261,835,0,0,0,301480,404743,240239,2062,62,22640,5136,71238,42051,45500,331112,397674,59385
MITCHELL,121,14999,11213,0.7475831722114807,01/20/2024,1047,6480,44,3,6,0,0,0,3633,10085,40,12,1,14,14,956,91,145,4970,5461,782
MONTGOMERY,123,26085,17043,0.6533640023001726,01/20/2024,5069,6282,86,2,12,0,0,0,5592,11917,2962,46,0,184,44,1263,627,831,7502,8458,1083
MOORE,125,106898,75430,0.7056259237778069,01/20/2024,15066,31134,633,14,40,0,0,0,28543,60633,7460,350,6,635,230,3937,2179,1828,33122,38886,3422
NASH,127,96551,67621,0.7003656098849312,01/20/2024,28395,19459,311,7,68,0,0,0,19381,34139,26201,348,4,336,283,4415,1895,1864,28523,34835,4263
NEW HANOVER,129,238852,180984,0.75772444861253,01/20/2024,50653,53935,1485,50,122,0,0,0,74739,138819,19113,392,14,1461,848,15941,4396,4208,75063,88317,17604
NORTHAMPTON,131,16715,12808,0.7662578522285373,01/20/2024,7775,1597,39,4,10,0,0,0,3383,5096,7002,35,0,7,21,560,87,67,5567,6607,634
ONSLOW,133,213676,126299,0.591077144836107,01/20/2024,24311,47997,1826,33,156,0,0,0,51976,85879,19168,471,31,1750,833,11469,6698,7864,53979,62164,10156
ORANGE,135,150626,109190,0.7249080504029849,01/20/2024,50645,13313,565,29,43,0,0,0,44595,75720,11566,234,1,5153,1034,11335,4147,4348,44863,53264,11063
PAMLICO,137,12423,10299,0.8290268051195363,01/20/2024,2821,4127,60,5,7,0,0,0,3279,8009,1444,27,0,40,16,653,110,117,4566,5134,599
PASQUOTANK,139,41444,30000,0.7238683524756298,01/20/2024,10983,7649,220,7,30,0,0,0,11111,16934,9935,40,2,157,169,2083,680,434,12855,15090,2055
PENDER,141,68521,49226,0.7184074955123246,01/20/2024,10878,19731,429,12,50,0,0,0,18126,37867,5798,126,5,220,149,3814,1247,1353,21521,23840,3865
PERQUIMANS,143,13377,10303,0.7702025865291171,01/20/2024,2927,3579,58,2,9,0,0,0,3728,7611,1977,19,2,20,25,542,107,64,4519,5209,575
PERSON,145,39737,27693,0.696907164607293,01/20/2024,9462,8203,128,7,17,0,0,0,9876,18007,6888,118,3,58,102,1986,531,533,11928,13908,1857
PITT,147,175119,122477,0.699392984199316,01/20/2024,48277,30871,790,33,115,0,0,0,42391,65196,40540,246,8,1064,709,10311,4403,3523,49466,61937,11074
POLK,149,20060,16626,0.8288135593220339,01/20/2024,3608,6219,113,4,12,0,0,0,6670,14741,583,9,2,52,37,936,266,308,7378,8718,530
RANDOLPH,151,147458,95815,0.6497782419400778,01/20/2024,14945,49865,605,7,66,0,0,0,30327,78101,6076,313,6,715,220,6776,3608,4046,42418,47379,6018
RICHMOND,153,42324,28508,0.6735658255363387,01/20/2024,11851,7568,133,6,26,0,0,0,8924,16765,8845,417,0,155,60,1467,799,617,12493,14714,1301
ROBESON,155,117365,72814,0.620406424402505,01/20/2024,34874,13672,242,8,86,0,0,0,23932,20314,18992,25102,18,301,459,4688,2940,2268,31202,38842,2770
ROCKINGHAM,157,92518,61482,0.6645409541926977,01/20/2024,17518,24341,335,14,34,0,0,0,19240,42988,11077,100,0,214,167,5734,1202,1287,27388,32049,2045
ROWAN,159,151661,97183,0.6407909746078425,01/20/2024,22391,41632,625,16,123,0,0,0,32396,70745,15303,180,6,509,342,7370,2728,3186,41989,47860,7334
RUTHERFORD,161,65507,46492,0.7097256781717984,01/20/2024,9853,20074,257,6,29,0,0,0,16273,37831,3978,55,0,135,118,3497,878,932,20115,23138,3239
SAMPSON,163,59601,38151,0.6401067096189661,01/20/2024,12626,15455,178,3,49,0,0,0,9840,22157,9996,534,0,93,128,2991,2252,2963,16559,19650,1942
SCOTLAND,165,34376,21620,0.6289271584826623,01/20/2024,9919,4640,74,6,22,0,0,0,6959,9707,8098,1706,10,163,86,1586,264,226,8890,11249,1481
STANLY,167,65699,44436,0.6763573265955342,01/20/2024,8441,21154,217,19,75,0,0,0,14530,34319,4583,79,3,432,66,4184,770,738,18811,21296,4329
STOKES,169,45532,32385,0.7112580163401564,01/20/2024,5189,16990,218,11,19,0,0,0,9958,27869,1182,51,1,63,77,2750,392,468,15418,16911,56
SURRY,171,71462,47767,0.668425177017156,01/20/2024,9190,22307,242,16,33,0,0,0,15979,40581,1687,47,2,126,96,3772,1456,2152,21075,23612,3080
SWAIN,173,13916,9794,0.7037941937338316,01/20/2024,2766,3102,69,5,1,0,0,0,3851,7482,98,1540,1,35,30,486,122,82,4442,4956,396
TRANSYLVANIA,175,33549,26255,0.7825866642820949,01/20/2024,5696,8451,147,3,11,0,0,0,11947,23440,723,48,1,89,75,1565,314,265,11488,13256,1511
TYRRELL,177,3461,2254,0.6512568621785612,01/20/2024,998,449,8,0,0,0,0,0,799,1384,626,3,0,18,5,177,41,40,989,1082,183
UNION,179,256452,178385,0.6955882582315599,01/20/2024,40077,70586,1180,44,154,0,0,0,66344,125144,19909,519,10,4180,785,19635,8203,9062,76673,84995,16717
VANCE,181,42301,28296,0.6689203564927543,01/20/2024,16114,5017,104,7,27,0,0,0,7027,11327,14015,59,1,91,104,1985,714,771,11622,14853,1821
WAKE,183,1190275,822451,0.6909756148789146,01/20/2024,287350,176648,6358,250,756,0,0,0,351089,504577,147231,2111,57,34107,5531,87406,41431,36249,347179,398261,77011
WARREN,185,18836,13149,0.6980781482267997,01/20/2024,7755,2274,43,1,11,0,0,0,3065,5437,6220,528,2,26,44,720,172,127,5634,6797,718
WASHINGTON,187,10713,7959,0.7429291514981797,01/20/2024,4537,1405,25,0,1,0,0,0,1991,3624,3735,9,0,18,16,470,87,65,3339,4175,445
WATAUGA,189,54748,44503,0.8128698765251698,01/20/2024,11363,12468,401,46,9,0,0,0,20216,38803,853,61,11,377,465,3147,786,1272,19183,22248,3072
WAYNE,191,118686,74643,0.6289115818209393,01/20/2024,26772,25571,443,15,142,0,0,0,21700,41451,23347,131,4,521,342,5254,3593,3204,31374,37733,5536
WILKES,193,66013,44071,0.6676109251208096,01/20/2024,6768,24127,208,6,25,0,0,0,12937,38547,1586,48,0,132,118,2841,799,982,19493,21557,3021
WILSON,195,78970,55184,0.6987970115233633,01/20/2024,24750,13917,245,9,60,0,0,0,16203,27029,21841,113,0,281,168,3748,2004,1935,23088,28995,3101
YADKIN,197,37774,24919,0.6596865568909832,01/20/2024,2956,14176,138,3,17,0,0,0,7629,21689,728,26,1,60,37,1613,765,1012,11167,12209,1543
YANCEY,199,18938,14301,0.7551483789206885,01/20/2024,3722,5409,85,1,11,0,0,0,5073,13051,75,25,1,28,25,953,143,157,6437,7028,836
ALAMANCE,001,179165,113870,0.6355594005525633,01/27/2024,37222,36709,702,24,43,0,0,0,39170,74066,23546,260,10,1069,669,9578,4672,6035,47551,57607,8712
ALEXANDER,003,36473,25212,0.6912510624297425,01/27/2024,4175,12214,113,3,19,0,0,0,8688,22104,965,35,1,152,37,1551,367,503,11436,12199,1577
ALLEGHANY,005,11342,7950,0.7009345794392523,01/27/2024,1758,3339,43,0,6,0,0,0,2804,7065,73,7,0,6,15,650,134,239,3539,3818,593
ANSON,007,21897,16239,0.741608439512262,01/27/2024,8881,3138,56,1,10,0,0,0,4153,6881,6498,32,1,97,22,2521,187,143,6185,7460,2594
ASHE,009,27063,20241,0.7479215164615897,01/27/2024,3746,9259,105,2,9,0,0,0,7120,18636,116,25,2,52,19,1170,221,331,9122,10052,1067
AVERY,011,17561,12816,0.7297989863902967,01/27/2024,1295,7346,66,1,8,0,0,0,4100,11635,62,19,0,25,19,935,121,117,5725,6281,810
BEAUFORT,013,44481,34259,0.7701940154223151,01/27/2024,10305,12833,137,3,14,0,0,0,10967,23947,7175,41,2,61,71,2255,707,681,14672,17233,2354
BERTIE,015,16922,12651,0.7476066658787377,01/27/2024,7683,1694,37,1,0,0,0,0,3236,4598,7121,19,1,32,18,795,67,54,5269,6590,792
BLADEN,017,29484,22586,0.7660425993759327,01/27/2024,9218,5485,89,2,8,0,0,0,7784,12655,7530,406,3,24,94,1366,508,612,9842,11610,1134
BRUNSWICK,019,159964,131685,0.823216473706584,01/27/2024,27317,53135,711,18,71,0,0,0,50433,109591,8993,384,9,517,256,9733,2202,2097,56032,64809,10844
BUNCOMBE,021,275901,208529,0.7558109611781038,01/27/2024,72836,44855,1655,110,142,0,0,0,88931,173500,10196,342,45,1553,990,16411,5492,5391,88974,104329,15226
BURKE,023,88338,58921,0.6669949512101248,01/27/2024,12571,23606,358,8,25,0,0,0,22353,49251,3072,90,1,939,126,4069,1373,1413,25843,28802,4276
CABARRUS,025,240016,155560,0.6481234584361043,01/27/2024,43791,51501,1225,66,173,0,0,0,58804,97765,31504,401,10,3551,747,14723,6859,7399,65314,76560,13686
CALDWELL,027,80574,53902,0.6689751036314444,01/27/2024,9341,26563,372,5,29,0,0,0,17592,46130,2563,73,0,186,133,3879,938,1165,23881,26436,3585
CAMDEN,029,11137,8541,0.766903115740325,01/27/2024,1416,3230,76,0,11,0,0,0,3808,7004,936,10,1,35,18,383,154,64,3909,4199,433
CARTERET,031,69615,56721,0.8147812971342383,01/27/2024,9369,26047,359,6,32,0,0,0,20908,49077,2237,104,7,295,136,4114,751,752,24591,27865,4265
CASWELL,033,22807,15231,0.6678212829394484,01/27/2024,5973,4260,63,2,5,0,0,0,4928,9427,4553,23,1,30,49,936,212,234,6674,7602,955
CATAWBA,035,164645,112091,0.6808041543927845,01/27/2024,20201,48410,675,18,125,0,0,0,42662,87131,8737,145,4,2524,346,8710,4494,4964,48929,54477,8685
CHATHAM,037,81624,60870,0.7457365480740958,01/27/2024,21064,14359,330,14,42,0,0,0,25061,44750,5885,124,3,1064,258,6809,1977,2345,25105,29219,6546
